3.905512e+00,8.542741e+00,1.145752e+01,3.393554e+02,3.270950e+02,4.864700e-01,4.710372e-01,4.318798e-01,4.703365e+00,-1.662834e-01,-6.893261e+00,2.022140e+00,-1.662834e-01,6.653926e-01,-2.047274e+00,6.328641e+00,-6.893261e+00,-2.047274e+00,2.365318e+02,1.929632e+02,2.022140e+00,6.328641e+00,1.929632e+02,6.457161e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.858268e+00,6.875865e+00,7.082831e+00,3.187516e+02,3.476434e+02,3.923145e-01,4.592612e-01,2.080876e-01,1.288479e+01,7.459375e-01,-5.722586e+00,1.160915e-02,7.459375e-01,1.306744e+01,-1.098160e+00,-8.713658e+00,-5.722586e+00,-1.098160e+00,5.763303e+01,5.171316e+01,1.160915e-02,-8.713658e+00,5.171316e+01,9.754421e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.905512e+00,9.376179e+00,7.082831e+00,3.993486e+02,5.577390e+01,4.119302e-01,3.454272e-01,2.983897e-01,6.323323e+00,1.065058e+00,2.115031e+00,-1.846353e-01,1.065058e+00,1.114783e+01,-2.234414e+00,1.276111e+00,2.115031e+00,-2.234414e+00,2.105245e+02,5.192059e+01,-1.846353e-01,1.276111e+00,5.192059e+01,6.041395e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
7.811024e+00,3.125393e+00,6.874513e+00,4.938832e+02,1.870314e+02,3.216979e-01,3.375766e-01,2.434232e-01,2.723848e+00,4.584739e-01,9.041485e+00,9.987256e-01,4.584739e-01,1.036462e+01,1.875919e+00,-1.203936e+00,9.041485e+00,1.875919e+00,6.719798e+02,1.081002e+02,9.987256e-01,-1.203936e+00,1.081002e+02,3.007388e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.220472e+01,3.125393e+00,3.541416e+00,5.453925e+01,4.289978e+02,4.001608e-01,3.650538e-01,3.376515e-01,2.162357e+00,8.380900e-02,-4.448490e+00,6.030347e-01,8.380900e-02,2.538259e+00,-1.077570e+01,1.117864e+00,-4.448490e+00,-1.077570e+01,7.783032e+02,-7.377117e+01,6.030347e-01,1.117864e+00,-7.377117e+01,8.778371e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.881890e+00,5.417347e+00,1.229080e+01,8.241487e+01,2.067409e+02,7.689364e-01,6.790786e-01,2.002352e-01,7.063550e+00,4.817945e-01,1.811529e+01,1.041280e+01,4.817945e-01,7.493654e-01,1.116906e+00,1.163356e+00,1.811529e+01,1.116906e+00,7.836944e+02,2.656698e+02,1.041280e+01,1.163356e+00,2.656698e+02,1.357880e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.415748e+01,7.709302e+00,7.707788e+00,6.005377e+02,2.558051e+01,1.333869e-01,1.570124e-01,1.256378e-01,7.955014e+00,1.613322e+00,-9.163515e+00,6.871591e+00,1.613322e+00,5.851145e+00,2.463490e+00,-1.189180e+00,-9.163515e+00,2.463490e+00,2.269843e+02,-1.119635e+02,6.871591e+00,-1.189180e+00,-1.119635e+02,1.989937e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
6.346457e+00,7.084224e+00,1.312407e+01,3.260234e+02,1.572572e+02,3.334673e-01,3.925310e-01,2.983897e-01,7.366434e+00,2.425405e-01,4.569318e+00,-8.067197e-01,2.425405e-01,1.418321e-01,-7.128524e+00,2.163466e+00,4.569318e+00,-7.128524e+00,1.996515e+03,-6.376666e+02,-8.067197e-01,2.163466e+00,-6.376666e+02,3.579772e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.025197e+01,3.333752e+00,6.457876e+00,7.453699e+01,2.046441e+02,7.689364e-01,6.673026e-01,3.926180e-03,3.317632e+00,1.200489e-01,4.644993e+00,1.710153e+00,1.200489e-01,1.098338e+01,-2.062950e+00,-3.924489e+00,4.644993e+00,-2.062950e+00,7.379825e+02,3.649970e+02,1.710153e+00,-3.924489e+00,3.649970e+02,2.200593e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.464567e+01,6.667505e+00,1.083257e+01,3.260234e+02,2.629341e+02,4.276228e-01,5.377674e-01,4.397322e-01,1.462637e+01,6.637197e-01,4.606632e-01,-8.839186e-01,6.637197e-01,3.762111e+00,2.468046e-01,-2.936265e-02,4.606632e-01,2.468046e-01,1.311924e+02,-6.359410e+00,-8.839186e-01,-2.936265e-02,-6.359410e+00,1.177150e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
